[0.26787228182160316, 3.733122341735892]
[0.24985073815401648, 4.002389616249867]
[0.1198479361276544, 8.343906723056653]
[0.16456974211140096, 6.076451157850618]
[0.23035046199799764, 4.5027654038278575]
[0.1888342576071521, 5.295649278217222]
[0.2602065252030846, 3.843101164429006]
[0.20804943811545348, 4.806549871310237]
[0.16769668514076996, 5.963147090001022]
[0.15321389076678882, 6.526823351298664]
[0.1335393084991417, 7.488431767687545]
[0.312168094495596, 3.203402325967389]
[0.1472846994894373, 6.789571513310629]
[0.1441736321373528, 6.9360810654149985]
[0.38637551372316553, 2.588155730584135]
[0.3395875183724778, 2.944748984864474]
[0.3438342693233883, 2.908377928610323]
[0.32384871015587513, 3.08786161142553]
[0.14565855233986236, 6.865370992200436]
[0.44203608362731195, 2.2622587545208566]
[0.4006024397167236, 2.496240414080169]
[0.23543234438343738, 4.247504745445459]
[0.23680953778697442, 4.222802887692661]
[0.49609375056310867, 2.015748029208017]
[0.49185937405011515, 2.033101436627516]
[0.2757929725156296, 3.6259081980173677]
[0.27637037224807653, 3.6183328620420157]
[0.3783728978361489, 2.642895423321364]
[0.9236774766175508, 1.0826289752803515]
[0.3201467294350009, 3.1235677520892153]
[0.40781782078536044, 2.452075287132468]
[0.524024318117275, 1.908308384604783]
[0.3600547178907928, 2.7773556359933806]
[0.5408487236095217, 1.8489458444612568]
[0.8250199239253175, 1.212091939843288]
[0.5405129052094673, 1.8500945867563805]
[0.6369845437870375, 1.5698968048027382]
[0.3648828467708223, 2.7406056734371123]
[0.36673183312141366, 2.7267881042356383]
[0.6461178597449118, 1.547705244357123]
[0.7698899325657106, 1.2988869677350268]
[0.29183569658925873, 3.46048384504663]
[0.7231084057336572, 1.3829185113474263]
[0.6873075385485968, 1.4549527597379814]
[0.6835278650188659, 1.462998147079782]
[0.42048743411830813, 2.3781923521610886]
[0.42534410121890387, 2.3510376590019963]
[0.426620096942097, 2.344005843062112]
[0.881719470396594, 1.1341475759293416]
[0.42810954082825925, 2.335850768626436]
[0.8812938753230031, 1.1346952792943101]
[0.8505868750423933, 1.1756588648868582]
[0.8583584975701362, 1.1650143883130724]
[0.7550154201268341, 1.3244762601431521]
[0.7419863165365571, 1.3477337488753147]
[0.7511482707794224, 1.3312950836755024]
[0.2946724077950755, 3.393599039294618]
[0.6717887459908782, 1.488563191878148]
[0.29453481865036485, 3.39518432687266]
[0.2938020682091205, 3.4036520099927494]
[0.29337463469517117, 3.4086109763342116]
[0.6619466911770181, 1.5106956698006662]
[1.0, 1.0]
[1.0, 1.0]
[1.0, 1.0]
[1.0, 1.0]
[1.0, 1.0]
[1.0, 1.0]
[1.0, 1.0]
[1.0, 1.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[0.1, 10.0]
[1.0, 1.0016986076836367]
[0.3508985205168349, 3.4268658057609978]
[0.1, 10.085472509733485]
[0.8278468357208795, 1.2588368566686363]
[0.399753620854773, 2.736075425966864]
[0.1906627693558432, 5.6769875302724335]
[0.31607216819225087, 4.391063082039624]
[0.16657866004623295, 6.366854862430078]
[0.8165322373134202, 1.482369296726648]
[0.23743490501751643, 4.665900375090168]
[0.9167636533271989, 1.199957314313262]
[0.6292426030902998, 1.8851134456671468]
[0.5337526416942893, 1.9112834279221955]
[0.8052314202026485, 1.7363971981752808]
[0.7300708290314423, 1.775960123544991]
[0.37143785774095084, 3.2738327841829085]
[0.37583808414277864, 3.225655921595653]
